epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,3398.96,1.00106,0.78999,0.99977,0.53221,0.53685,0.53339,0.37095,1.16769,0.97744,0.97953,0.0027334,0.0027334,0.0027334
369,3408.13,1.00177,0.78578,1.00002,0.53206,0.53691,0.53334,0.37113,1.16767,0.97799,0.9796,0.0027136,0.0027136,0.0027136
370,3417.28,0.98772,0.78008,0.99657,0.53204,0.5373,0.53305,0.3707,1.16772,0.9786,0.97949,0.0026938,0.0026938,0.0026938
371,3426.46,0.99372,0.77821,0.99905,0.52986,0.53668,0.53291,0.37129,1.16788,0.97917,0.97961,0.002674,0.002674,0.002674
372,3435.64,1.00137,0.78362,1.00003,0.52943,0.53777,0.5318,0.37073,1.16725,0.9787,0.97966,0.0026542,0.0026542,0.0026542
373,3444.77,0.98256,0.7718,0.99558,0.53116,0.53636,0.53151,0.37062,1.16746,0.97913,0.97986,0.0026344,0.0026344,0.0026344
374,3453.93,0.98407,0.77207,0.99531,0.52843,0.53689,0.533,0.37108,1.16752,0.97959,0.97977,0.0026146,0.0026146,0.0026146
375,3463.1,0.98885,0.77513,0.99784,0.52834,0.53693,0.53312,0.37113,1.16778,0.98007,0.97992,0.0025948,0.0025948,0.0025948
376,3472.24,0.9922,0.7731,0.99404,0.52786,0.53915,0.5316,0.37095,1.1677,0.98057,0.97986,0.002575,0.002575,0.002575
377,3481.38,0.97758,0.77511,0.99596,0.52666,0.5382,0.53216,0.37112,1.16756,0.98098,0.97976,0.0025552,0.0025552,0.0025552
378,3490.54,1.00389,0.77302,0.99968,0.5299,0.53659,0.5322,0.37069,1.16738,0.98051,0.97967,0.0025354,0.0025354,0.0025354
379,3499.7,0.99493,0.7743,0.99807,0.5307,0.53654,0.53213,0.37079,1.16752,0.98087,0.97954,0.0025156,0.0025156,0.0025156
380,3508.9,0.9891,0.77669,0.99815,0.53068,0.53768,0.53229,0.37142,1.16727,0.98075,0.97948,0.0024958,0.0024958,0.0024958
381,3518.04,0.98985,0.77087,0.99621,0.53105,0.53912,0.5321,0.37129,1.167,0.97996,0.97961,0.002476,0.002476,0.002476
382,3527.19,0.98111,0.76547,0.99365,0.53101,0.54072,0.53142,0.37163,1.16669,0.98042,0.97971,0.0024562,0.0024562,0.0024562
383,3536.34,0.98141,0.77069,0.99241,0.53099,0.54135,0.53227,0.37199,1.16691,0.98051,0.97967,0.0024364,0.0024364,0.0024364
384,3545.5,0.98873,0.76282,0.99524,0.53066,0.54066,0.53331,0.37262,1.1671,0.98078,0.97973,0.0024166,0.0024166,0.0024166
385,3554.67,0.98777,0.76558,0.99661,0.51445,0.5527,0.53332,0.37058,1.1669,0.98092,0.97972,0.0023968,0.0023968,0.0023968
386,3563.82,0.98369,0.76644,0.99561,0.51606,0.55248,0.53336,0.37042,1.16649,0.98048,0.97949,0.002377,0.002377,0.002377
387,3573.01,0.98065,0.76553,0.99641,0.51635,0.55201,0.53328,0.36963,1.16717,0.98148,0.97991,0.0023572,0.0023572,0.0023572
388,3582.18,0.98051,0.76766,0.99468,0.51562,0.55255,0.5333,0.36976,1.16732,0.98216,0.98009,0.0023374,0.0023374,0.0023374
389,3591.34,0.99243,0.77245,0.99684,0.51767,0.55186,0.5332,0.36913,1.16793,0.98235,0.98058,0.0023176,0.0023176,0.0023176
390,3600.53,0.98553,0.76248,0.99184,0.51666,0.55185,0.54547,0.37129,1.16781,0.98328,0.98062,0.0022978,0.0022978,0.0022978
391,3609.69,0.98536,0.76375,0.99405,0.51767,0.55053,0.54545,0.37146,1.16801,0.98389,0.98067,0.002278,0.002278,0.002278
392,3618.88,0.98509,0.75821,0.99187,0.51705,0.55043,0.54518,0.37152,1.16819,0.98409,0.98069,0.0022582,0.0022582,0.0022582
393,3628.04,0.98649,0.76535,0.99449,0.51728,0.54985,0.54519,0.37138,1.16858,0.98496,0.9808,0.0022384,0.0022384,0.0022384
394,3637.21,0.97965,0.75849,0.98929,0.51754,0.55039,0.54264,0.37173,1.16884,0.98608,0.98118,0.0022186,0.0022186,0.0022186
395,3646.36,0.98855,0.76428,0.99323,0.51832,0.55018,0.54522,0.37223,1.16869,0.98578,0.9811,0.0021988,0.0021988,0.0021988
396,3655.53,0.97766,0.75735,0.98877,0.51824,0.55031,0.54526,0.37258,1.16867,0.98636,0.98103,0.002179,0.002179,0.002179
397,3664.71,0.97799,0.7628,0.99594,0.51913,0.5505,0.5445,0.37226,1.16788,0.98604,0.9808,0.0021592,0.0021592,0.0021592
398,3673.88,0.97123,0.75329,0.99077,0.52093,0.54858,0.54745,0.37333,1.16732,0.98454,0.98072,0.0021394,0.0021394,0.0021394
399,3683.06,0.97944,0.75862,0.99427,0.52258,0.54884,0.54567,0.37221,1.16679,0.98457,0.98053,0.0021196,0.0021196,0.0021196
400,3692.21,0.97006,0.75532,0.99145,0.52334,0.5492,0.54747,0.37328,1.16651,0.98455,0.98013,0.0020998,0.0020998,0.0020998
401,3701.37,0.96282,0.74455,0.98955,0.52272,0.54995,0.54613,0.37311,1.16627,0.98504,0.98024,0.00208,0.00208,0.00208
402,3710.51,0.96924,0.74838,0.99091,0.52309,0.54984,0.54598,0.37313,1.16579,0.98501,0.97987,0.0020602,0.0020602,0.0020602
403,3719.68,0.97149,0.75197,0.98998,0.52385,0.54855,0.54696,0.37318,1.16525,0.98478,0.97972,0.0020404,0.0020404,0.0020404
404,3728.85,0.98379,0.75888,0.99128,0.52218,0.5494,0.54571,0.37204,1.16534,0.98483,0.97944,0.0020206,0.0020206,0.0020206
405,3738.02,0.97274,0.75374,0.98925,0.52301,0.54946,0.54585,0.37344,1.1651,0.98451,0.97916,0.0020008,0.0020008,0.0020008
406,3747.18,0.96218,0.74484,0.98682,0.52263,0.54942,0.54572,0.37335,1.16452,0.98451,0.97918,0.001981,0.001981,0.001981
407,3756.34,0.96598,0.74353,0.98723,0.5217,0.54946,0.5457,0.3719,1.16435,0.98433,0.97911,0.0019612,0.0019612,0.0019612
408,3765.49,0.96478,0.74074,0.98726,0.52201,0.54884,0.54647,0.37271,1.16386,0.98429,0.97897,0.0019414,0.0019414,0.0019414
409,3774.67,0.97151,0.74709,0.98826,0.52091,0.5492,0.54552,0.37278,1.16372,0.98476,0.9789,0.0019216,0.0019216,0.0019216
410,3783.82,0.96172,0.73851,0.98622,0.52147,0.54873,0.54543,0.37577,1.16371,0.98532,0.9788,0.0019018,0.0019018,0.0019018
411,3793,0.95773,0.73685,0.9879,0.52185,0.54873,0.54534,0.37575,1.16396,0.98627,0.97875,0.001882,0.001882,0.001882
412,3802.15,0.96945,0.74786,0.99102,0.5223,0.54876,0.54521,0.37551,1.16364,0.98603,0.97861,0.0018622,0.0018622,0.0018622
413,3811.29,0.96039,0.74286,0.98624,0.52277,0.54756,0.54504,0.3758,1.16339,0.98614,0.97854,0.0018424,0.0018424,0.0018424
414,3820.43,0.95855,0.73723,0.9837,0.52245,0.54752,0.54552,0.37558,1.16309,0.98722,0.97859,0.0018226,0.0018226,0.0018226
415,3829.57,0.9731,0.74632,0.98899,0.52172,0.54794,0.54549,0.37103,1.16368,0.98786,0.9786,0.0018028,0.0018028,0.0018028
416,3838.7,0.93884,0.72612,0.98376,0.52201,0.54815,0.54535,0.3714,1.16366,0.98786,0.97871,0.001783,0.001783,0.001783
417,3847.86,0.95287,0.73281,0.98432,0.52082,0.54842,0.54538,0.37111,1.16416,0.98823,0.97857,0.0017632,0.0017632,0.0017632
418,3857.03,0.96414,0.73953,0.98511,0.52051,0.54833,0.54639,0.37167,1.1631,0.98851,0.97757,0.0017434,0.0017434,0.0017434
419,3866.17,0.94605,0.72773,0.98432,0.51967,0.54919,0.54605,0.37146,1.16314,0.98833,0.97772,0.0017236,0.0017236,0.0017236
420,3875.33,0.95678,0.73587,0.98718,0.51916,0.54909,0.54613,0.37126,1.16281,0.98899,0.97752,0.0017038,0.0017038,0.0017038
421,3884.49,0.95537,0.73649,0.98349,0.52031,0.54899,0.54555,0.37104,1.16253,0.98907,0.97737,0.001684,0.001684,0.001684
422,3893.67,0.95691,0.73368,0.98389,0.51674,0.54963,0.54591,0.37093,1.16222,0.99009,0.97716,0.0016642,0.0016642,0.0016642
423,3902.79,0.9637,0.74191,0.9874,0.51775,0.54939,0.54575,0.37079,1.16173,0.9897,0.97698,0.0016444,0.0016444,0.0016444
424,3911.97,0.96864,0.7486,0.98777,0.5208,0.54857,0.54566,0.37109,1.16217,0.99025,0.97707,0.0016246,0.0016246,0.0016246
425,3921.14,0.94029,0.71898,0.98017,0.5207,0.54832,0.54556,0.37109,1.16215,0.99111,0.9768,0.0016048,0.0016048,0.0016048
426,3930.3,0.95135,0.72787,0.9813,0.52113,0.54872,0.54479,0.37038,1.16183,0.99054,0.97666,0.001585,0.001585,0.001585
427,3939.45,0.95157,0.7296,0.98535,0.52075,0.54914,0.54476,0.36927,1.16166,0.99053,0.97648,0.0015652,0.0015652,0.0015652
428,3948.58,0.94788,0.72815,0.98204,0.52246,0.54803,0.5457,0.36958,1.16143,0.98998,0.97616,0.0015454,0.0015454,0.0015454
429,3957.69,0.94449,0.7272,0.9788,0.5228,0.54786,0.54459,0.36895,1.16111,0.99026,0.97602,0.0015256,0.0015256,0.0015256
430,3966.85,0.95972,0.72756,0.9831,0.52267,0.54714,0.54417,0.36923,1.16081,0.99022,0.97571,0.0015058,0.0015058,0.0015058
431,3975.98,0.94294,0.72107,0.98217,0.52053,0.54693,0.54395,0.36882,1.16022,0.99038,0.97575,0.001486,0.001486,0.001486
432,3985.13,0.94355,0.72125,0.97723,0.52283,0.54657,0.54409,0.36921,1.16039,0.99034,0.97563,0.0014662,0.0014662,0.0014662
433,3994.29,0.95082,0.72929,0.98193,0.52323,0.54674,0.54448,0.36898,1.15978,0.99066,0.97541,0.0014464,0.0014464,0.0014464
434,4003.44,0.94147,0.7279,0.9799,0.52361,0.54658,0.54496,0.36897,1.15906,0.99095,0.97529,0.0014266,0.0014266,0.0014266
435,4012.6,0.93669,0.71536,0.97848,0.52778,0.54613,0.54485,0.36914,1.15864,0.99146,0.97523,0.0014068,0.0014068,0.0014068
436,4021.78,0.94591,0.71644,0.97882,0.5286,0.54611,0.54462,0.36845,1.15878,0.99205,0.97517,0.001387,0.001387,0.001387
437,4030.92,0.95304,0.72467,0.98558,0.5296,0.54577,0.54415,0.36832,1.15857,0.99244,0.975,0.0013672,0.0013672,0.0013672
438,4040.09,0.94483,0.71948,0.97517,0.53189,0.54548,0.54329,0.3683,1.15859,0.99288,0.97486,0.0013474,0.0013474,0.0013474
439,4049.22,0.94232,0.71179,0.97722,0.53151,0.54538,0.54321,0.36767,1.15907,0.9936,0.97499,0.0013276,0.0013276,0.0013276
440,4058.38,0.94769,0.71934,0.98168,0.53246,0.54431,0.54317,0.36776,1.15874,0.99348,0.97493,0.0013078,0.0013078,0.0013078
441,4067.54,0.93705,0.70633,0.97806,0.53557,0.54428,0.54328,0.36779,1.15854,0.99368,0.97486,0.001288,0.001288,0.001288
442,4076.68,0.93928,0.7131,0.97917,0.534,0.54447,0.54371,0.36778,1.1591,0.99436,0.97494,0.0012682,0.0012682,0.0012682
443,4085.85,0.9335,0.71021,0.97889,0.53459,0.54377,0.54403,0.3681,1.15893,0.99433,0.97491,0.0012484,0.0012484,0.0012484
444,4094.99,0.93429,0.71251,0.97866,0.53421,0.54297,0.54424,0.36812,1.1586,0.99462,0.97469,0.0012286,0.0012286,0.0012286
445,4104.15,0.93558,0.70893,0.97695,0.53615,0.54614,0.54751,0.36431,1.15835,0.99416,0.97441,0.0012088,0.0012088,0.0012088
446,4113.29,0.93504,0.70738,0.97615,0.5362,0.54709,0.54753,0.36422,1.15786,0.99367,0.97432,0.001189,0.001189,0.001189
447,4122.45,0.93801,0.71496,0.97749,0.53507,0.54711,0.54639,0.36389,1.15744,0.99337,0.97417,0.0011692,0.0011692,0.0011692
448,4131.6,0.93694,0.70955,0.97561,0.5357,0.54678,0.54855,0.36395,1.15701,0.9937,0.97402,0.0011494,0.0011494,0.0011494
449,4140.76,0.93582,0.71241,0.9763,0.53577,0.54689,0.54843,0.36378,1.15694,0.99416,0.97377,0.0011296,0.0011296,0.0011296
450,4149.92,0.92477,0.70266,0.97434,0.53646,0.54683,0.549,0.36401,1.15689,0.99379,0.97372,0.0011098,0.0011098,0.0011098
451,4159.07,0.93426,0.70053,0.97105,0.5367,0.54685,0.5485,0.36374,1.15611,0.99335,0.97341,0.00109,0.00109,0.00109
452,4168.24,0.92209,0.70268,0.97512,0.53683,0.54645,0.54987,0.36429,1.15595,0.99234,0.97321,0.0010702,0.0010702,0.0010702
453,4177.4,0.92828,0.70325,0.97624,0.53876,0.54675,0.55157,0.36462,1.15558,0.99108,0.97277,0.0010504,0.0010504,0.0010504
454,4186.55,0.92298,0.70181,0.97139,0.53854,0.54741,0.5514,0.36452,1.15549,0.99143,0.97284,0.0010306,0.0010306,0.0010306
455,4195.68,0.93683,0.70538,0.97767,0.54141,0.54737,0.55111,0.36448,1.15481,0.99064,0.9725,0.0010108,0.0010108,0.0010108
456,4204.85,0.94223,0.70646,0.97537,0.54094,0.54739,0.55107,0.36466,1.15411,0.99049,0.97205,0.000991,0.000991,0.000991
457,4214.02,0.92335,0.70099,0.97151,0.54112,0.54747,0.55042,0.36443,1.15405,0.99053,0.97204,0.0009712,0.0009712,0.0009712
458,4223.18,0.92234,0.69827,0.96968,0.54301,0.54661,0.5327,0.36237,1.15409,0.99054,0.97189,0.0009514,0.0009514,0.0009514
459,4232.31,0.92637,0.69931,0.97325,0.54423,0.54603,0.53234,0.36234,1.1536,0.99037,0.97174,0.0009316,0.0009316,0.0009316
460,4241.45,0.92943,0.69443,0.97416,0.54465,0.54671,0.54801,0.36368,1.15315,0.99015,0.97167,0.0009118,0.0009118,0.0009118
461,4250.6,0.93172,0.69517,0.97438,0.54646,0.54605,0.53049,0.36189,1.15272,0.98974,0.97143,0.000892,0.000892,0.000892
462,4259.75,0.9092,0.69254,0.96685,0.54646,0.54612,0.53035,0.36205,1.15268,0.98969,0.97128,0.0008722,0.0008722,0.0008722
463,4268.9,0.93354,0.69732,0.97087,0.56436,0.53602,0.50964,0.35988,1.15227,0.98927,0.97097,0.0008524,0.0008524,0.0008524
464,4278.05,0.92052,0.69363,0.97043,0.56486,0.53542,0.50903,0.35978,1.15218,0.98968,0.97097,0.0008326,0.0008326,0.0008326
465,4287.22,0.92478,0.69592,0.97497,0.56356,0.53175,0.50905,0.3596,1.15173,0.99042,0.97079,0.0008128,0.0008128,0.0008128
466,4296.37,0.92147,0.69296,0.97444,0.56293,0.53185,0.50926,0.35819,1.15164,0.99006,0.97063,0.000793,0.000793,0.000793
467,4305.54,0.91179,0.68905,0.97009,0.56435,0.5333,0.50904,0.35782,1.15128,0.99032,0.97058,0.0007732,0.0007732,0.0007732
468,4314.69,0.92513,0.69567,0.97582,0.56349,0.53397,0.52657,0.35978,1.15083,0.99021,0.97044,0.0007534,0.0007534,0.0007534
469,4323.83,0.90112,0.67571,0.96691,0.56456,0.53248,0.509,0.35761,1.15076,0.99001,0.97032,0.0007336,0.0007336,0.0007336
470,4332.96,0.91359,0.68937,0.97156,0.56663,0.53338,0.50768,0.35752,1.15072,0.99058,0.97025,0.0007138,0.0007138,0.0007138
471,4342.11,0.91476,0.68304,0.96987,0.56687,0.53315,0.52638,0.35909,1.15019,0.99053,0.97004,0.000694,0.000694,0.000694
472,4351.25,0.9142,0.68777,0.96867,0.56763,0.53194,0.50888,0.35723,1.1496,0.98991,0.97006,0.0006742,0.0006742,0.0006742
473,4360.39,0.92357,0.68627,0.96833,0.56939,0.5326,0.50907,0.35743,1.14986,0.9898,0.96985,0.0006544,0.0006544,0.0006544
474,4369.55,0.92156,0.69074,0.97102,0.57027,0.53333,0.50786,0.35716,1.14922,0.99009,0.96963,0.0006346,0.0006346,0.0006346
475,4378.69,0.91681,0.68465,0.96926,0.57472,0.53299,0.50771,0.35703,1.1488,0.98958,0.96926,0.0006148,0.0006148,0.0006148
476,4387.83,0.90691,0.68166,0.96838,0.57345,0.53319,0.50674,0.35708,1.14869,0.98971,0.96934,0.000595,0.000595,0.000595
477,4396.98,0.92069,0.68714,0.97052,0.57525,0.53279,0.50661,0.35673,1.14863,0.98992,0.96904,0.0005752,0.0005752,0.0005752
478,4406.13,0.90889,0.68409,0.97004,0.57559,0.53387,0.50655,0.35692,1.14813,0.9898,0.96883,0.0005554,0.0005554,0.0005554
479,4415.29,0.91102,0.68517,0.96832,0.57643,0.5337,0.50654,0.36089,1.14805,0.99049,0.96863,0.0005356,0.0005356,0.0005356
480,4424.48,0.91441,0.68165,0.96841,0.57809,0.53353,0.50633,0.35662,1.14743,0.99112,0.9686,0.0005158,0.0005158,0.0005158
481,4433.63,0.90738,0.67707,0.96837,0.57779,0.53238,0.50641,0.36084,1.1465,0.99097,0.96832,0.000496,0.000496,0.000496
482,4442.8,0.9049,0.67221,0.96809,0.57881,0.53239,0.50624,0.35582,1.14625,0.99084,0.96822,0.0004762,0.0004762,0.0004762
483,4451.95,0.90448,0.67899,0.96674,0.5788,0.53069,0.50576,0.35945,1.14588,0.99189,0.96784,0.0004564,0.0004564,0.0004564
484,4461.08,0.89896,0.672,0.96385,0.57895,0.5297,0.50523,0.35892,1.14539,0.99159,0.96787,0.0004366,0.0004366,0.0004366
485,4470.23,0.89983,0.67024,0.96394,0.57899,0.52853,0.50496,0.35858,1.1454,0.99186,0.96777,0.0004168,0.0004168,0.0004168
486,4479.39,0.90399,0.67597,0.96887,0.57963,0.5288,0.5051,0.35858,1.14497,0.99178,0.96758,0.000397,0.000397,0.000397
487,4488.54,0.90584,0.67848,0.9652,0.58115,0.52871,0.50517,0.35868,1.1448,0.99141,0.96741,0.0003772,0.0003772,0.0003772
488,4497.7,0.9136,0.68382,0.96776,0.58106,0.5288,0.50548,0.35874,1.1449,0.99134,0.96706,0.0003574,0.0003574,0.0003574
489,4506.86,0.89537,0.6674,0.9645,0.58199,0.52852,0.50536,0.35399,1.14476,0.99143,0.96707,0.0003376,0.0003376,0.0003376
490,4516.02,0.8969,0.66852,0.96595,0.58215,0.5283,0.50526,0.35389,1.14458,0.99166,0.96697,0.0003178,0.0003178,0.0003178
491,4525.49,1.03432,0.71328,0.97122,0.58292,0.52863,0.50534,0.35783,1.14452,0.99239,0.96677,0.000298,0.000298,0.000298
492,4534.55,1.00925,0.6848,0.9638,0.58277,0.52812,0.50494,0.35743,1.14485,0.99307,0.9667,0.0002782,0.0002782,0.0002782
493,4543.6,1.00606,0.67754,0.96204,0.58298,0.52822,0.50486,0.35803,1.14458,0.99326,0.96661,0.0002584,0.0002584,0.0002584
494,4552.65,0.99549,0.66705,0.96048,0.58321,0.52831,0.50457,0.35792,1.14441,0.99352,0.96659,0.0002386,0.0002386,0.0002386
495,4561.71,1.00118,0.67166,0.95857,0.58315,0.5284,0.50383,0.35742,1.1441,0.99398,0.96645,0.0002188,0.0002188,0.0002188
496,4570.74,0.99474,0.66638,0.95645,0.58447,0.52872,0.50376,0.35776,1.14423,0.99424,0.96634,0.000199,0.000199,0.000199
497,4579.8,0.99524,0.66354,0.96181,0.58591,0.52929,0.50453,0.3537,1.14357,0.99398,0.96617,0.0001792,0.0001792,0.0001792
498,4588.85,0.9914,0.66766,0.95775,0.58629,0.52966,0.50467,0.35417,1.14342,0.99356,0.96603,0.0001594,0.0001594,0.0001594
499,4597.9,0.99053,0.66055,0.95596,0.58715,0.52947,0.50473,0.35387,1.14297,0.99387,0.9658,0.0001396,0.0001396,0.0001396
500,4606.93,0.98788,0.66178,0.95621,0.58721,0.52956,0.50412,0.35419,1.14291,0.99357,0.96565,0.0001198,0.0001198,0.0001198
