epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1683.55,1.10226,0.95258,1.05728,0.78849,0.42514,0.47803,0.35608,1.22519,1.01228,1.01631,0.006436,0.006436,0.006436
182,1692.76,1.12938,0.96179,1.05694,0.78626,0.42546,0.47858,0.3565,1.2248,1.0114,1.01596,0.0064162,0.0064162,0.0064162
183,1701.98,1.11144,0.95038,1.05298,0.78721,0.42492,0.47867,0.36098,1.22436,1.01108,1.01551,0.0063964,0.0063964,0.0063964
184,1711.19,1.10293,0.94827,1.05539,0.78607,0.42494,0.47887,0.35694,1.22353,1.01061,1.01502,0.0063766,0.0063766,0.0063766
185,1720.37,1.12234,0.95604,1.05719,0.78459,0.42491,0.47958,0.35671,1.22331,1.01047,1.01502,0.0063568,0.0063568,0.0063568
186,1729.57,1.1051,0.94424,1.05396,0.78573,0.42446,0.47967,0.35756,1.22277,1.00996,1.01492,0.006337,0.006337,0.006337
187,1738.77,1.11625,0.95978,1.05598,0.78469,0.42479,0.47992,0.35748,1.22289,1.01059,1.01503,0.0063172,0.0063172,0.0063172
188,1747.92,1.10678,0.94209,1.05434,0.78517,0.42418,0.48006,0.35654,1.22288,1.01078,1.01503,0.0062974,0.0062974,0.0062974
189,1757.11,1.12125,0.95759,1.06377,0.78465,0.42438,0.47988,0.35662,1.22235,1.01058,1.01477,0.0062776,0.0062776,0.0062776
190,1766.33,1.10342,0.94609,1.04866,0.77857,0.42499,0.47941,0.35703,1.22221,1.01047,1.01464,0.0062578,0.0062578,0.0062578
191,1775.53,1.09844,0.94246,1.05043,0.77954,0.42511,0.47967,0.35678,1.22166,1.00958,1.01438,0.006238,0.006238,0.006238
192,1784.71,1.1109,0.94939,1.05689,0.77761,0.42491,0.48051,0.35708,1.22153,1.00926,1.01422,0.0062182,0.0062182,0.0062182
193,1793.87,1.09438,0.94368,1.05196,0.77393,0.42547,0.481,0.35679,1.22121,1.00831,1.01392,0.0061984,0.0061984,0.0061984
194,1803.03,1.11648,0.95445,1.05599,0.77127,0.42575,0.48076,0.35651,1.22023,1.00844,1.01361,0.0061786,0.0061786,0.0061786
195,1812.2,1.10482,0.93917,1.05516,0.77187,0.4256,0.4808,0.35723,1.21919,1.00765,1.01314,0.0061588,0.0061588,0.0061588
196,1821.35,1.12082,0.94927,1.05551,0.77178,0.42548,0.481,0.35746,1.21834,1.00716,1.01293,0.006139,0.006139,0.006139
197,1830.49,1.09851,0.93154,1.0476,0.77046,0.4251,0.48076,0.35706,1.21852,1.00687,1.01298,0.0061192,0.0061192,0.0061192
198,1839.68,1.09659,0.93602,1.04896,0.76979,0.42525,0.48136,0.36138,1.2183,1.00653,1.01275,0.0060994,0.0060994,0.0060994
199,1848.91,1.10263,0.93671,1.05002,0.77028,0.42517,0.48091,0.36164,1.21844,1.00547,1.01257,0.0060796,0.0060796,0.0060796
200,1858.11,1.10217,0.92481,1.04503,0.77317,0.42511,0.4815,0.3618,1.2174,1.00509,1.01212,0.0060598,0.0060598,0.0060598
201,1867.35,1.09268,0.93331,1.04765,0.76921,0.42558,0.48145,0.36114,1.21726,1.00535,1.01192,0.00604,0.00604,0.00604
202,1876.53,1.10663,0.93446,1.05212,0.76952,0.4259,0.48123,0.36077,1.21659,1.00448,1.01194,0.0060202,0.0060202,0.0060202
203,1885.73,1.10788,0.93684,1.04579,0.7676,0.42591,0.48091,0.36085,1.21584,1.00415,1.01176,0.0060004,0.0060004,0.0060004
204,1894.91,1.08706,0.93093,1.04704,0.77386,0.42543,0.4758,0.35872,1.2155,1.00414,1.01154,0.0059806,0.0059806,0.0059806
205,1904.08,1.1092,0.93229,1.04912,0.77313,0.42518,0.4758,0.35885,1.21518,1.00378,1.01128,0.0059608,0.0059608,0.0059608
206,1913.25,1.10454,0.93854,1.04958,0.77241,0.42516,0.47563,0.3591,1.21478,1.00383,1.01083,0.005941,0.005941,0.005941
207,1922.4,1.08163,0.92205,1.04749,0.77343,0.42499,0.47635,0.35908,1.21466,1.00332,1.01046,0.0059212,0.0059212,0.0059212
208,1931.58,1.09841,0.91812,1.04468,0.77397,0.42494,0.47672,0.35945,1.21402,1.00252,1.00994,0.0059014,0.0059014,0.0059014
209,1940.76,1.1069,0.94119,1.04912,0.77432,0.4246,0.47697,0.35953,1.21376,1.00207,1.00982,0.0058816,0.0058816,0.0058816
210,1949.94,1.0964,0.93689,1.05002,0.77463,0.42459,0.47719,0.35951,1.21334,1.00103,1.00978,0.0058618,0.0058618,0.0058618
211,1959.09,1.0943,0.92386,1.0462,0.77244,0.42503,0.47723,0.36005,1.21314,1.00048,1.00962,0.005842,0.005842,0.005842
212,1968.28,1.09651,0.91993,1.04818,0.77435,0.42459,0.47734,0.36051,1.21286,1.00058,1.00945,0.0058222,0.0058222,0.0058222
213,1977.47,1.0992,0.92494,1.0485,0.77459,0.42469,0.4785,0.36031,1.21252,0.99955,1.00934,0.0058024,0.0058024,0.0058024
214,1986.64,1.08213,0.91533,1.04161,0.77411,0.42434,0.47778,0.35999,1.21218,0.99926,1.00908,0.0057826,0.0057826,0.0057826
215,1995.83,1.10085,0.93194,1.04886,0.77444,0.42463,0.48049,0.36215,1.2116,0.99888,1.00871,0.0057628,0.0057628,0.0057628
216,2005.05,1.07993,0.91506,1.03801,0.77496,0.4248,0.48034,0.36196,1.21152,0.99766,1.00845,0.005743,0.005743,0.005743
217,2014.22,1.09357,0.92285,1.04271,0.77498,0.42433,0.48115,0.36238,1.21121,0.99766,1.00821,0.0057232,0.0057232,0.0057232
218,2023.42,1.09346,0.91805,1.04195,0.77491,0.4241,0.48074,0.35818,1.21064,0.99786,1.00777,0.0057034,0.0057034,0.0057034
219,2032.6,1.09241,0.92153,1.046,0.77221,0.42551,0.48075,0.35785,1.21111,0.99699,1.00775,0.0056836,0.0056836,0.0056836
220,2041.77,1.08694,0.92246,1.04337,0.77273,0.42544,0.48097,0.35833,1.2109,0.99656,1.00751,0.0056638,0.0056638,0.0056638
221,2050.94,1.10392,0.92363,1.0453,0.7736,0.42528,0.48113,0.35858,1.21037,0.99583,1.00716,0.005644,0.005644,0.005644
222,2060.14,1.09277,0.92321,1.04656,0.77381,0.42479,0.48133,0.36346,1.20992,0.99553,1.00678,0.0056242,0.0056242,0.0056242
223,2069.36,1.0821,0.91662,1.04356,0.77457,0.42414,0.48125,0.36329,1.20988,0.99526,1.00663,0.0056044,0.0056044,0.0056044
224,2078.56,1.08222,0.90457,1.04344,0.77388,0.42421,0.48132,0.36345,1.20969,0.99573,1.0063,0.0055846,0.0055846,0.0055846
225,2087.76,1.09631,0.919,1.04453,0.77533,0.42356,0.49333,0.36461,1.20916,0.99497,1.00625,0.0055648,0.0055648,0.0055648
226,2097,1.07107,0.89319,1.03861,0.77517,0.42377,0.49429,0.3647,1.20851,0.99434,1.00583,0.005545,0.005545,0.005545
227,2106.21,1.08337,0.91273,1.04142,0.77403,0.42351,0.49513,0.36529,1.20795,0.99378,1.00559,0.0055252,0.0055252,0.0055252
228,2115.4,1.08146,0.90733,1.0369,0.77339,0.42361,0.49724,0.36544,1.20779,0.9933,1.00535,0.0055054,0.0055054,0.0055054
229,2124.63,1.08678,0.90821,1.03891,0.77317,0.42334,0.4973,0.36504,1.20727,0.99287,1.00531,0.0054856,0.0054856,0.0054856
230,2133.81,1.0822,0.90673,1.04109,0.77186,0.42398,0.49724,0.36554,1.20718,0.99266,1.00497,0.0054658,0.0054658,0.0054658
231,2143.03,1.08053,0.91044,1.04332,0.77191,0.42401,0.49746,0.36571,1.20726,0.99228,1.00464,0.005446,0.005446,0.005446
232,2152.24,1.08219,0.90553,1.04197,0.77245,0.42299,0.4976,0.36575,1.20709,0.9927,1.00473,0.0054262,0.0054262,0.0054262
233,2161.45,1.07929,0.90412,1.03656,0.77054,0.42352,0.49767,0.36601,1.20714,0.99289,1.00457,0.0054064,0.0054064,0.0054064
234,2170.65,1.10121,0.91996,1.04068,0.77118,0.42254,0.49761,0.36453,1.20661,0.99336,1.00448,0.0053866,0.0053866,0.0053866
235,2179.82,1.06995,0.8947,1.03714,0.77096,0.42276,0.49755,0.36037,1.20682,0.99348,1.00449,0.0053668,0.0053668,0.0053668
236,2188.98,1.07663,0.90368,1.04046,0.76985,0.42305,0.49756,0.36436,1.20661,0.99327,1.00409,0.005347,0.005347,0.005347
237,2198.16,1.06993,0.90007,1.03855,0.7692,0.42327,0.49694,0.36048,1.20667,0.99367,1.00424,0.0053272,0.0053272,0.0053272
238,2207.35,1.0741,0.89956,1.03795,0.76774,0.42379,0.49697,0.36036,1.20705,0.99382,1.00433,0.0053074,0.0053074,0.0053074
239,2216.59,1.09788,0.9035,1.04311,0.76586,0.42406,0.49779,0.361,1.20641,0.99329,1.00402,0.0052876,0.0052876,0.0052876
240,2225.76,1.07924,0.89806,1.03673,0.76355,0.42378,0.49773,0.36224,1.20669,0.99365,1.00407,0.0052678,0.0052678,0.0052678
241,2234.93,1.08217,0.90725,1.03578,0.76506,0.42369,0.4977,0.36175,1.20625,0.9931,1.00379,0.005248,0.005248,0.005248
242,2244.11,1.07966,0.90189,1.0394,0.76336,0.42363,0.4979,0.36189,1.20634,0.99308,1.00364,0.0052282,0.0052282,0.0052282
243,2253.3,1.07831,0.89362,1.03815,0.76277,0.4237,0.49795,0.36193,1.20661,0.99283,1.00364,0.0052084,0.0052084,0.0052084
244,2262.48,1.08231,0.91218,1.03677,0.49112,0.5335,0.50073,0.36152,1.20655,0.99292,1.00374,0.0051886,0.0051886,0.0051886
245,2271.67,1.07412,0.8935,1.03675,0.48932,0.53388,0.50064,0.36166,1.20648,0.99298,1.00366,0.0051688,0.0051688,0.0051688
246,2280.83,1.0674,0.88969,1.03305,0.48981,0.53526,0.50067,0.36136,1.20596,0.99273,1.00343,0.005149,0.005149,0.005149
247,2290,1.08301,0.90294,1.03612,0.48734,0.53483,0.5007,0.36156,1.20542,0.99291,1.00329,0.0051292,0.0051292,0.0051292
248,2299.17,1.07266,0.89025,1.03581,0.48838,0.53608,0.50061,0.36056,1.2051,0.99254,1.00302,0.0051094,0.0051094,0.0051094
249,2308.35,1.06996,0.88382,1.03176,0.49062,0.53648,0.50089,0.36093,1.20513,0.99226,1.003,0.0050896,0.0050896,0.0050896
250,2317.51,1.07497,0.88661,1.03214,0.49317,0.53755,0.50152,0.36154,1.2048,0.99139,1.00261,0.0050698,0.0050698,0.0050698
251,2326.69,1.08353,0.90104,1.03904,0.49285,0.53801,0.50152,0.36124,1.20435,0.99087,1.00216,0.00505,0.00505,0.00505
252,2335.86,1.06213,0.88547,1.03344,0.4934,0.53846,0.50263,0.36145,1.20366,0.99099,1.00206,0.0050302,0.0050302,0.0050302
253,2345.02,1.07641,0.8898,1.0389,0.49395,0.53861,0.50247,0.36038,1.20357,0.99104,1.00205,0.0050104,0.0050104,0.0050104
254,2354.2,1.06004,0.88272,1.03033,0.49559,0.53848,0.50158,0.36013,1.20399,0.9913,1.00195,0.0049906,0.0049906,0.0049906
255,2363.36,1.05998,0.87997,1.03022,0.496,0.53844,0.50159,0.36065,1.20374,0.99101,1.00168,0.0049708,0.0049708,0.0049708
256,2372.52,1.07194,0.88469,1.03235,0.49646,0.53798,0.5017,0.36072,1.20332,0.99069,1.0015,0.004951,0.004951,0.004951
257,2381.67,1.0621,0.89,1.03177,0.49845,0.53766,0.50162,0.36194,1.20344,0.99084,1.00143,0.0049312,0.0049312,0.0049312
258,2390.84,1.05572,0.87378,1.02821,0.49918,0.53719,0.50194,0.36257,1.20327,0.99079,1.00134,0.0049114,0.0049114,0.0049114
259,2400,1.07086,0.87065,1.03158,0.50207,0.53618,0.50182,0.36182,1.20244,0.99038,1.00092,0.0048916,0.0048916,0.0048916
260,2409.16,1.06846,0.88653,1.03283,0.5046,0.53602,0.50169,0.36191,1.20202,0.98989,1.00077,0.0048718,0.0048718,0.0048718
261,2418.33,1.05389,0.87863,1.02837,0.50699,0.53616,0.50244,0.36181,1.20169,0.9893,1.00044,0.004852,0.004852,0.004852
262,2427.48,1.05632,0.87086,1.02836,0.51006,0.53645,0.50259,0.36255,1.20046,0.98793,1.00005,0.0048322,0.0048322,0.0048322
263,2436.65,1.05837,0.87801,1.02837,0.51068,0.53592,0.50268,0.36421,1.20022,0.98727,0.9998,0.0048124,0.0048124,0.0048124
264,2445.78,1.05876,0.87542,1.03132,0.51302,0.53596,0.50294,0.36401,1.19962,0.98681,0.9996,0.0047926,0.0047926,0.0047926
265,2454.92,1.05386,0.86732,1.027,0.51158,0.53619,0.50303,0.36468,1.19912,0.9866,0.99917,0.0047728,0.0047728,0.0047728
266,2464.1,1.06283,0.86983,1.02379,0.51338,0.53586,0.50271,0.36484,1.19964,0.98668,0.99906,0.004753,0.004753,0.004753
267,2473.3,1.06104,0.87772,1.03,0.51173,0.536,0.5028,0.36528,1.1995,0.98628,0.99898,0.0047332,0.0047332,0.0047332
268,2482.46,1.06298,0.87014,1.02546,0.50933,0.53672,0.50272,0.36407,1.19905,0.98537,0.99869,0.0047134,0.0047134,0.0047134
269,2491.6,1.05711,0.86696,1.02549,0.5082,0.53678,0.5031,0.36423,1.19834,0.98505,0.99828,0.0046936,0.0046936,0.0046936
270,2500.76,1.06095,0.88005,1.0323,0.50736,0.53367,0.50227,0.36318,1.1981,0.98528,0.99822,0.0046738,0.0046738,0.0046738
271,2509.92,1.06528,0.86647,1.02617,0.5074,0.53684,0.50311,0.36356,1.19842,0.98499,0.99819,0.004654,0.004654,0.004654
272,2519.13,1.06522,0.87633,1.02823,0.50922,0.53703,0.50329,0.36347,1.19831,0.98542,0.99803,0.0046342,0.0046342,0.0046342
273,2528.26,1.05502,0.85992,1.02801,0.50709,0.53432,0.50329,0.36389,1.19863,0.98481,0.99783,0.0046144,0.0046144,0.0046144
274,2537.44,1.06202,0.86493,1.02707,0.5079,0.53459,0.50359,0.36371,1.19856,0.98432,0.99774,0.0045946,0.0045946,0.0045946
275,2546.62,1.05861,0.8707,1.0283,0.50926,0.53464,0.50395,0.36356,1.19868,0.98387,0.9976,0.0045748,0.0045748,0.0045748
276,2555.78,1.06036,0.87009,1.02679,0.50578,0.53703,0.50365,0.3632,1.19828,0.98337,0.99709,0.004555,0.004555,0.004555
277,2564.93,1.04145,0.85308,1.01978,0.50609,0.53521,0.50387,0.36326,1.19768,0.98323,0.99699,0.0045352,0.0045352,0.0045352
278,2574.14,1.06711,0.86522,1.02664,0.52639,0.53361,0.50827,0.36357,1.19753,0.98273,0.99676,0.0045154,0.0045154,0.0045154
279,2583.31,1.0527,0.86233,1.02412,0.5258,0.53258,0.50834,0.36369,1.19716,0.98165,0.99648,0.0044956,0.0044956,0.0044956
280,2592.46,1.04147,0.85818,1.02423,0.52835,0.53326,0.5087,0.36368,1.19685,0.98146,0.99613,0.0044758,0.0044758,0.0044758
281,2601.62,1.06204,0.86639,1.02475,0.52845,0.53255,0.51043,0.36373,1.19748,0.98171,0.9962,0.004456,0.004456,0.004456
282,2610.79,1.05974,0.87168,1.02329,0.53011,0.53454,0.51093,0.36386,1.19708,0.9809,0.99608,0.0044362,0.0044362,0.0044362
283,2619.96,1.06181,0.8627,1.02737,0.53234,0.53379,0.51268,0.36396,1.19717,0.98105,0.99602,0.0044164,0.0044164,0.0044164
284,2629.11,1.04588,0.85306,1.02481,0.53372,0.53111,0.51224,0.3639,1.19684,0.98004,0.99574,0.0043966,0.0043966,0.0043966
285,2638.25,1.05119,0.85573,1.0243,0.53394,0.53077,0.51233,0.36391,1.19617,0.97989,0.99544,0.0043768,0.0043768,0.0043768
286,2647.38,1.05446,0.85009,1.02383,0.53659,0.53395,0.51276,0.36407,1.19624,0.97966,0.99544,0.004357,0.004357,0.004357
287,2656.54,1.05844,0.86068,1.02629,0.53975,0.53369,0.51292,0.36439,1.19596,0.97948,0.99558,0.0043372,0.0043372,0.0043372
288,2665.71,1.05479,0.85373,1.0245,0.53754,0.53101,0.51263,0.36572,1.19549,0.97898,0.99508,0.0043174,0.0043174,0.0043174
289,2674.89,1.04334,0.85042,1.02098,0.54004,0.53412,0.51357,0.36498,1.1958,0.9789,0.99501,0.0042976,0.0042976,0.0042976
290,2684.06,1.04979,0.85467,1.02105,0.54173,0.53351,0.51121,0.3658,1.19519,0.97868,0.99474,0.0042778,0.0042778,0.0042778
291,2693.22,1.04398,0.85281,1.01987,0.54233,0.53333,0.51103,0.36734,1.19543,0.97851,0.99477,0.004258,0.004258,0.004258
292,2702.41,1.0544,0.85774,1.02532,0.54457,0.53349,0.51127,0.36706,1.19463,0.97757,0.99433,0.0042382,0.0042382,0.0042382
293,2711.57,1.03781,0.8528,1.01603,0.54659,0.53366,0.51126,0.36711,1.19441,0.97746,0.99426,0.0042184,0.0042184,0.0042184
294,2720.71,1.04411,0.84406,1.01886,0.55151,0.53271,0.51948,0.36794,1.19449,0.97701,0.99411,0.0041986,0.0041986,0.0041986
295,2729.86,1.05292,0.84747,1.02115,0.55251,0.53214,0.51152,0.36759,1.1938,0.97601,0.99357,0.0041788,0.0041788,0.0041788
296,2739.02,1.04695,0.8493,1.02333,0.55385,0.53216,0.51151,0.36751,1.19335,0.97564,0.99332,0.004159,0.004159,0.004159
297,2748.19,1.04108,0.84481,1.01825,0.55636,0.53095,0.5115,0.3677,1.19308,0.97565,0.99333,0.0041392,0.0041392,0.0041392
298,2757.38,1.04117,0.84472,1.01986,0.5585,0.53104,0.51183,0.36781,1.19279,0.97563,0.993,0.0041194,0.0041194,0.0041194
299,2766.52,1.04492,0.84233,1.01913,0.56113,0.53121,0.51192,0.36808,1.19307,0.97561,0.99299,0.0040996,0.0040996,0.0040996
300,2775.67,1.0408,0.84725,1.01819,0.56254,0.53051,0.51993,0.36847,1.19275,0.97545,0.99282,0.0040798,0.0040798,0.0040798
301,2784.85,1.04285,0.85196,1.01826,0.56272,0.53007,0.51984,0.36864,1.19221,0.97535,0.99244,0.00406,0.00406,0.00406
302,2794.02,1.03895,0.83883,1.01755,0.56407,0.52807,0.52007,0.36845,1.19243,0.97591,0.99256,0.0040402,0.0040402,0.0040402
303,2803.17,1.0486,0.85166,1.02196,0.5657,0.52909,0.52046,0.36901,1.19224,0.97611,0.99257,0.0040204,0.0040204,0.0040204
304,2812.38,1.03274,0.83535,1.01881,0.5637,0.52738,0.5201,0.36884,1.19138,0.97621,0.99245,0.0040006,0.0040006,0.0040006
305,2821.57,1.03493,0.83938,1.02012,0.56324,0.52816,0.51975,0.36875,1.19092,0.9759,0.99228,0.0039808,0.0039808,0.0039808
306,2830.73,1.03117,0.83239,1.01894,0.56439,0.52747,0.5198,0.36874,1.191,0.97571,0.99211,0.003961,0.003961,0.003961
307,2839.86,1.04653,0.8402,1.01735,0.56916,0.5227,0.52691,0.37016,1.19037,0.97566,0.9919,0.0039412,0.0039412,0.0039412
308,2849.04,1.03048,0.84195,1.01476,0.57217,0.52372,0.52688,0.36974,1.19062,0.97589,0.99172,0.0039214,0.0039214,0.0039214
309,2858.18,1.03515,0.83658,1.01913,0.57338,0.52337,0.52653,0.36952,1.19028,0.97571,0.99155,0.0039016,0.0039016,0.0039016
310,2867.34,1.03879,0.83541,1.01852,0.57332,0.52383,0.52677,0.3698,1.19017,0.97616,0.99148,0.0038818,0.0038818,0.0038818
311,2876.48,1.03554,0.82717,1.01489,0.57159,0.52988,0.52685,0.36969,1.18942,0.97621,0.99107,0.003862,0.003862,0.003862
312,2885.63,1.02708,0.82552,1.01466,0.571,0.53106,0.52679,0.36949,1.18945,0.97666,0.99099,0.0038422,0.0038422,0.0038422
313,2894.79,1.0359,0.82847,1.01399,0.57255,0.53036,0.52753,0.37004,1.18858,0.97685,0.99069,0.0038224,0.0038224,0.0038224
314,2903.95,1.03191,0.83125,1.01285,0.57295,0.53196,0.5272,0.36975,1.18847,0.97704,0.99044,0.0038026,0.0038026,0.0038026
315,2913.11,1.03042,0.83078,1.01088,0.57325,0.53026,0.52804,0.36984,1.18809,0.97681,0.9902,0.0037828,0.0037828,0.0037828
316,2922.28,1.03227,0.82864,1.0163,0.57453,0.53145,0.52785,0.36983,1.18702,0.97659,0.98979,0.003763,0.003763,0.003763
317,2931.45,1.02001,0.81986,1.01108,0.57348,0.53081,0.52806,0.37012,1.18644,0.9761,0.98948,0.0037432,0.0037432,0.0037432
318,2940.63,1.02764,0.83231,1.01312,0.57507,0.53106,0.5283,0.37004,1.1862,0.97561,0.98934,0.0037234,0.0037234,0.0037234
319,2949.77,1.02761,0.83024,1.01471,0.57582,0.53136,0.52848,0.37019,1.18578,0.97509,0.98914,0.0037036,0.0037036,0.0037036
320,2958.97,1.0299,0.82887,1.01101,0.57671,0.53143,0.52855,0.37048,1.18517,0.97446,0.98885,0.0036838,0.0036838,0.0036838
321,2968.18,1.03309,0.82506,1.01281,0.5773,0.5316,0.52891,0.37045,1.18499,0.97503,0.98842,0.003664,0.003664,0.003664
322,2977.39,1.02682,0.82032,1.01212,0.57629,0.53211,0.52857,0.3704,1.18513,0.97473,0.98854,0.0036442,0.0036442,0.0036442
323,2986.56,1.02785,0.81985,1.01494,0.57494,0.53196,0.5282,0.37106,1.18395,0.9739,0.98807,0.0036244,0.0036244,0.0036244
324,2995.76,1.02312,0.81524,1.01193,0.57281,0.53234,0.52814,0.37095,1.18306,0.97322,0.98781,0.0036046,0.0036046,0.0036046
325,3004.94,1.03029,0.82599,1.012,0.57217,0.53249,0.52835,0.37139,1.183,0.97272,0.98749,0.0035848,0.0035848,0.0035848
326,3014.13,1.03132,0.82236,1.01201,0.57335,0.53243,0.52822,0.37109,1.18155,0.97186,0.98718,0.003565,0.003565,0.003565
327,3023.28,1.01612,0.81881,1.01014,0.57328,0.53255,0.52847,0.3717,1.18139,0.97143,0.98701,0.0035452,0.0035452,0.0035452
328,3032.45,1.02398,0.81866,1.0065,0.56946,0.53292,0.52884,0.37192,1.18023,0.97065,0.98651,0.0035254,0.0035254,0.0035254
329,3041.63,1.02747,0.81905,1.01195,0.56878,0.53312,0.52898,0.37181,1.17957,0.97069,0.98617,0.0035056,0.0035056,0.0035056
330,3050.79,1.00882,0.81224,1.01048,0.56285,0.53402,0.52974,0.37221,1.1789,0.97096,0.98594,0.0034858,0.0034858,0.0034858
331,3059.98,1.02478,0.82266,1.01285,0.56423,0.53362,0.52993,0.37198,1.17837,0.96983,0.98558,0.003466,0.003466,0.003466
332,3069.15,1.02896,0.82322,1.0089,0.55785,0.53421,0.52963,0.37206,1.17742,0.96894,0.98519,0.0034462,0.0034462,0.0034462
333,3078.32,0.99991,0.80777,1.00791,0.56076,0.53386,0.52994,0.37264,1.1773,0.96916,0.98523,0.0034264,0.0034264,0.0034264
334,3087.52,1.02954,0.82076,1.00981,0.55545,0.53404,0.52981,0.37209,1.17747,0.97025,0.98504,0.0034066,0.0034066,0.0034066
335,3096.69,1.02747,0.81435,1.00999,0.55702,0.5338,0.52982,0.3709,1.17675,0.97022,0.98483,0.0033868,0.0033868,0.0033868
336,3105.85,1.01475,0.81132,1.00743,0.55587,0.53375,0.53028,0.37259,1.17633,0.97017,0.98443,0.003367,0.003367,0.003367
337,3115,1.02435,0.81505,1.00961,0.55334,0.53487,0.53065,0.37131,1.17591,0.96976,0.98437,0.0033472,0.0033472,0.0033472
338,3124.16,1.0264,0.81596,1.01089,0.55184,0.53522,0.53048,0.37122,1.17543,0.97028,0.98396,0.0033274,0.0033274,0.0033274
339,3133.3,1.01392,0.81008,1.00732,0.54979,0.5351,0.53059,0.37164,1.17517,0.9704,0.98391,0.0033076,0.0033076,0.0033076
340,3142.46,1.01641,0.80956,1.00558,0.55308,0.535,0.53021,0.37187,1.17519,0.97037,0.98359,0.0032878,0.0032878,0.0032878
341,3151.61,1.00971,0.80217,1.00744,0.55353,0.53482,0.53092,0.37137,1.17455,0.97028,0.98325,0.003268,0.003268,0.003268
342,3160.74,1.00746,0.80109,1.00676,0.55188,0.53515,0.53059,0.37161,1.17375,0.9708,0.98304,0.0032482,0.0032482,0.0032482
343,3169.9,1.01583,0.80831,1.00567,0.55079,0.53525,0.53076,0.3722,1.17324,0.97029,0.98269,0.0032284,0.0032284,0.0032284
344,3179.09,1.02344,0.81235,1.01086,0.5524,0.53502,0.53064,0.37162,1.17351,0.97072,0.98266,0.0032086,0.0032086,0.0032086
345,3188.25,1.00996,0.79655,1.00344,0.55164,0.5349,0.53106,0.37172,1.17308,0.97114,0.98258,0.0031888,0.0031888,0.0031888
346,3197.4,1.0192,0.80367,1.00263,0.54668,0.53181,0.53053,0.37134,1.173,0.97167,0.98249,0.003169,0.003169,0.003169
347,3206.52,1.00499,0.80364,1.00577,0.55528,0.53142,0.53078,0.37167,1.17286,0.97193,0.98225,0.0031492,0.0031492,0.0031492
348,3215.68,0.99707,0.79318,1.00294,0.54353,0.53222,0.53127,0.37197,1.17253,0.9726,0.98225,0.0031294,0.0031294,0.0031294
349,3224.83,1.00582,0.79698,1.00801,0.5483,0.53211,0.53144,0.37155,1.17233,0.97255,0.98196,0.0031096,0.0031096,0.0031096
350,3233.99,1.02553,0.81061,1.00808,0.55198,0.53488,0.53293,0.37195,1.17208,0.97277,0.98169,0.0030898,0.0030898,0.0030898
351,3243.15,1.0081,0.80397,1.00157,0.55322,0.53455,0.53303,0.37228,1.17185,0.97269,0.98152,0.00307,0.00307,0.00307
352,3252.29,1.00901,0.79517,1.00613,0.54212,0.53215,0.53297,0.37163,1.17188,0.97307,0.98139,0.0030502,0.0030502,0.0030502
353,3261.43,1.01641,0.79652,1.00639,0.53837,0.53248,0.53313,0.37286,1.17166,0.97392,0.98118,0.0030304,0.0030304,0.0030304
354,3270.62,1.01052,0.80403,1.00554,0.53809,0.53249,0.5331,0.37238,1.17109,0.97351,0.98109,0.0030106,0.0030106,0.0030106
355,3279.78,1.00356,0.79615,1.00361,0.53909,0.53207,0.5325,0.37183,1.17122,0.97454,0.98106,0.0029908,0.0029908,0.0029908
356,3288.95,1.0071,0.80006,1.003,0.53761,0.53321,0.53221,0.3717,1.17063,0.97423,0.9807,0.002971,0.002971,0.002971
357,3298.12,1.00302,0.7902,1.00112,0.53731,0.53398,0.53257,0.37181,1.17066,0.97517,0.98057,0.0029512,0.0029512,0.0029512
358,3307.29,0.98663,0.78426,0.99915,0.5336,0.53553,0.53353,0.37269,1.1704,0.9754,0.98054,0.0029314,0.0029314,0.0029314
359,3316.45,1.0037,0.79318,1.00065,0.53508,0.53436,0.53323,0.37215,1.16989,0.97574,0.98023,0.0029116,0.0029116,0.0029116
360,3325.6,1.00875,0.79002,1.00318,0.53572,0.53359,0.53326,0.37153,1.16951,0.97647,0.9801,0.0028918,0.0028918,0.0028918
361,3334.75,1.00313,0.78965,0.99998,0.53571,0.53516,0.53306,0.37189,1.16932,0.97615,0.98,0.002872,0.002872,0.002872
362,3343.92,1.00219,0.78984,0.99932,0.53458,0.53553,0.53307,0.37267,1.16893,0.97613,0.97992,0.0028522,0.0028522,0.0028522
363,3353.11,0.99893,0.78439,1.00149,0.53435,0.53545,0.5329,0.37199,1.16904,0.9766,0.97993,0.0028324,0.0028324,0.0028324
364,3362.31,0.99581,0.78403,1.00087,0.53304,0.53621,0.5329,0.37152,1.16889,0.97744,0.97978,0.0028126,0.0028126,0.0028126
365,3371.48,0.99802,0.78825,1.00149,0.53554,0.53532,0.53316,0.37132,1.16858,0.97719,0.97967,0.0027928,0.0027928,0.0027928
366,3380.64,0.98944,0.78105,0.9996,0.53356,0.53587,0.53358,0.37149,1.16834,0.97799,0.97973,0.002773,0.002773,0.002773
367,3389.81,1.00435,0.78394,0.99846,0.53214,0.53486,0.53336,0.37169,1.16811,0.97764,0.97959,0.0027532,0.0027532,0.0027532
